Region,Year,Gender,ICD-10_Cause,ICD-10_Code,1-4 years,15-24 years,25-34 years,35-44 years,45-54 years,5-14 years,55-64 years,65-74 years,75-84 years,85+ years,< 1 year
Census Region 1: Northeast,2002.0,Female,"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)",GR113-043,,0.7,1.3,3.9,11.9,0.7,31.3,68.7,134.4,219.7,
Census Region 1: Northeast,2002.0,Female,All other diseases (Residual) ,GR113-111,3.7,3.2,5.5,14.0,25.8,1.4,52.5,118.7,368.2,1527.5,18.4
Census Region 1: Northeast,2002.0,Female,"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)",GR113-063,,,,2.2,9.6,,39.0,161.8,583.1,2754.3,
Census Region 1: Northeast,2002.0,Female,"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)",GR113-068,,1.1,2.1,5.7,10.5,,24.1,69.8,212.8,795.1,7.7
Census Region 1: Northeast,2002.0,Female,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,,1.2,1.2,1.0,0.7,,,,,,
Census Region 1: Northeast,2002.0,Female,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,,1.3,1.8,1.4,1.1,,0.9,,,,
Census Region 1: Northeast,2002.0,Female,Asthma (J45-J46),GR113-085,,,,1.3,1.8,,2.5,3.3,5.3,12.5,
Census Region 1: Northeast,2002.0,Female,"Atherosclerotic cardiovascular disease, so described (I25.0)",GR113-062,,,,1.3,5.8,,17.2,44.9,114.0,485.9,
Census Region 1: Northeast,2002.0,Female,"Bronchitis, chronic and unspecified (J40-J42)",GR113-083,,,,,,,,,2.2,7.6,
Census Region 1: Northeast,2002.0,Female,"Certain other intestinal infections (A04,A07-A09)",GR113-003,,,,,,,,1.8,6.6,23.5,
Census Region 1: Northeast,2002.0,Female,"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)",GR113-099,,,,,,,,,1.3,,
Census Region 1: Northeast,2002.0,Female,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",GR113-066,,,,,,,,,1.6,,
Census Region 1: Northeast,2002.0,Female,Emphysema (J43),GR113-084,,,,,0.7,,4.7,17.6,32.5,46.2,
Census Region 1: Northeast,2002.0,Female,"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)",GR113-131,,1.0,1.8,2.5,2.7,,,,,,
Census Region 1: Northeast,2002.0,Female,Falls (W00-W19),GR113-118,,,,0.5,0.9,,2.1,6.6,23.7,82.4,
Census Region 1: Northeast,2002.0,Female,Heart failure (I50),GR113-067,,,,,1.2,,4.8,27.2,106.7,631.2,
Census Region 1: Northeast,2002.0,Female,Hodgkin disease (C81),GR113-038,,,0.6,,,,,,1.6,,
Census Region 1: Northeast,2002.0,Female,Hypertensive heart and renal disease (I13),GR113-057,,,,,,,,,4.6,17.9,
Census Region 1: Northeast,2002.0,Female,Hypertensive heart disease (I11),GR113-056,,,,1.4,3.8,,6.4,14.1,34.9,164.4,
Census Region 1: Northeast,2002.0,Female,Influenza (J09-J11),GR113-077,,,,,,,,,,7.5,
Census Region 1: Northeast,2002.0,Female,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,,,0.6,0.7,0.9,,,,,,
Census Region 1: Northeast,2002.0,Female,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,,2.2,2.7,3.2,4.5,,2.3,2.2,2.3,,
Census Region 1: Northeast,2002.0,Female,Ischemic heart diseases (I20-I25),GR113-058,,,1.1,6.2,26.0,,94.5,329.1,1059.5,4473.5,
Census Region 1: Northeast,2002.0,Female,Leukemia (C91-C95),GR113-040,,1.0,0.9,1.7,3.2,0.6,6.9,17.7,36.9,66.6,
Census Region 1: Northeast,2002.0,Female,Major cardiovascular diseases (I00-I78),GR113-053,,1.9,5.7,19.7,55.9,1.0,167.4,566.1,1889.5,7804.3,12.9
Census Region 1: Northeast,2002.0,Female,Malignant melanoma of skin (C43),GR113-028,,,,0.8,2.3,,2.8,6.1,10.6,12.6,
Census Region 1: Northeast,2002.0,Female,Malignant neoplasm of bladder (C67),GR113-035,,,,,0.8,,3.0,9.5,22.7,44.5,
Census Region 1: Northeast,2002.0,Female,Malignant neoplasm of breast (C50),GR113-029,,,1.9,11.7,31.1,,56.9,90.7,134.7,219.7,
Census Region 1: Northeast,2002.0,Female,Malignant neoplasm of cervix uteri (C53),GR113-030,,,0.8,2.9,4.1,,5.0,5.3,7.4,7.5,
Census Region 1: Northeast,2002.0,Female,Malignant neoplasm of esophagus (C15),GR113-021,,,,,0.9,,3.4,8.0,12.9,20.7,
Census Region 1: Northeast,2002.0,Female,Malignant neoplasm of larynx (C32),GR113-026,,,,,0.5,,1.1,3.0,3.4,3.2,
Census Region 1: Northeast,2002.0,Female,Malignant neoplasm of ovary (C56),GR113-032,,,,1.8,9.9,,20.8,37.4,53.2,60.4,
Census Region 1: Northeast,2002.0,Female,Malignant neoplasm of pancreas (C25),GR113-025,,,,0.9,4.1,,16.7,40.3,74.8,102.5,
Census Region 1: Northeast,2002.0,Female,Malignant neoplasm of stomach (C16),GR113-022,,,,0.8,1.5,,4.7,10.2,26.0,45.1,
Census Region 1: Northeast,2002.0,Female,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,,,,2.7,9.5,,26.2,63.1,126.0,250.8,
Census Region 1: Northeast,2002.0,Female,"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)",GR113-031,,,,0.6,3.1,,10.1,22.6,29.4,35.9,
Census Region 1: Northeast,2002.0,Female,Malignant neoplasms of kidney and renal pelvis (C64-C65),GR113-034,,,,0.5,1.5,,4.1,11.3,19.5,24.1,
Census Region 1: Northeast,2002.0,Female,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",GR113-020,,,,,1.0,,3.0,5.0,8.1,12.9,
Census Region 1: Northeast,2002.0,Female,Malignant neoplasms of liver and intrahepatic bile ducts (C22),GR113-024,,,,,1.5,,3.9,10.8,18.0,29.1,
Census Region 1: Northeast,2002.0,Female,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",GR113-037,,1.5,2.1,3.4,8.1,0.7,22.1,54.7,110.4,170.4,
Census Region 1: Northeast,2002.0,Female,"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)",GR113-036,,,0.7,1.6,4.2,0.7,6.9,11.8,12.7,11.8,
Census Region 1: Northeast,2002.0,Female,"Malignant neoplasms of trachea, bronchus and lung (C33-C34)",GR113-027,,,0.6,6.2,26.0,,87.1,198.2,280.0,226.1,
Census Region 1: Northeast,2002.0,Female,Malnutrition (E40-E46),GR113-048,,,,,,,,1.1,5.9,29.7,
Census Region 1: Northeast,2002.0,Female,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR113-114,1.5,10.7,4.9,5.5,4.7,1.3,5.6,8.5,16.5,12.9,
Census Region 1: Northeast,2002.0,Female,"Multiple myeloma and immunoproliferative neoplasms (C88,C90)",GR113-041,,,,,1.9,,5.4,13.7,23.1,34.9,
Census Region 1: Northeast,2002.0,Female,Non-Hodgkin lymphoma (C82-C85),GR113-039,,,0.7,1.1,2.5,,9.3,22.3,48.5,66.8,
Census Region 1: Northeast,2002.0,Female,"Nontransport accidents (W00-X59,Y86)",GR113-117,2.7,3.4,5.3,9.2,7.5,1.3,6.7,15.8,52.3,194.5,8.0
Census Region 1: Northeast,2002.0,Female,Other acute ischemic heart diseases (I24),GR113-060,,,,,,,,1.5,4.6,16.4,
Census Region 1: Northeast,2002.0,Female,"Other acute lower respiratory infections (J20-J22,U04)",GR113-079,,,,,,,,,,3.9,
Census Region 1: Northeast,2002.0,Female,"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)",GR113-133,,0.9,1.8,2.5,2.7,,,,,,
Census Region 1: Northeast,2002.0,Female,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)",GR113-018,,,,0.5,0.9,,2.0,4.3,9.5,22.0,
Census Region 1: Northeast,2002.0,Female,"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)",GR113-123,,,0.6,1.0,1.0,,2.1,6.5,23.5,103.9,6.1
Census Region 1: Northeast,2002.0,Female,Other chronic liver disease and cirrhosis (K73-K74),GR113-095,,,,1.1,3.8,,7.2,16.6,24.5,17.8,
Census Region 1: Northeast,2002.0,Female,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,,,,0.7,4.2,,23.3,95.0,243.0,458.1,
Census Region 1: Northeast,2002.0,Female,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,,,0.7,,,,,,,,
Census Region 1: Northeast,2002.0,Female,"Other diseases of arteries, arterioles and capillaries (I72-I78)",GR113-074,,,,,0.6,,2.3,7.4,21.1,79.8,
Census Region 1: Northeast,2002.0,Female,Other diseases of circulatory system (I71-I78),GR113-072,,,,,1.4,,4.9,18.4,54.3,138.7,
Census Region 1: Northeast,2002.0,Female,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,,,,1.2,2.7,,8.0,22.2,59.0,142.9,
Census Region 1: Northeast,2002.0,Female,Other disorders of circulatory system (I80-I99),GR113-075,,,,0.6,1.1,,1.4,3.4,8.6,23.4,
Census Region 1: Northeast,2002.0,Female,"Other forms of chronic ischemic heart disease (I20,I25)",GR113-061,,,0.7,3.5,15.4,,56.2,206.7,697.2,3240.2,
Census Region 1: Northeast,2002.0,Female,Other heart diseases (I26-I51),GR113-064,,1.2,2.4,6.3,12.1,,29.9,98.7,323.9,1430.6,8.9
Census Region 1: Northeast,2002.0,Female,Pneumonia (J12-J18),GR113-078,,,0.8,2.0,3.6,,8.4,28.8,130.8,681.8,
Census Region 1: Northeast,2002.0,Female,Renal failure (N17-N19),GR113-100,,,,1.3,3.4,,10.7,34.3,95.6,281.8,
Census Region 1: Northeast,2002.0,Female,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",GR113-110,1.8,1.9,3.3,6.9,7.0,0.6,6.7,11.9,32.7,154.9,50.5
Census Region 1: Northeast,2002.0,Female,"Transport accidents (V01-V99,Y85)",GR113-113,1.7,10.8,5.2,5.8,4.9,1.4,6.0,8.8,17.1,13.8,
Census Region 1: Northeast,2002.0,Male,"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)",GR113-112,7.3,42.6,38.7,42.6,39.5,5.4,31.3,48.8,115.8,322.9,12.9
Census Region 1: Northeast,2002.0,Male,#Alzheimer disease (G30),GR113-052,,,,,,,1.3,13.6,101.7,448.7,
Census Region 1: Northeast,2002.0,Male,#Anemias (D50-D64),GR113-045,,,,,,,1.1,2.7,9.0,47.1,
Census Region 1: Northeast,2002.0,Male,#Aortic aneurysm and dissection (I71),GR113-073,,,,1.1,2.4,,8.0,26.8,59.3,112.0,
Census Region 1: Northeast,2002.0,Male,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,2.3,16.4,14.2,7.0,4.0,0.6,2.8,2.2,,,6.4
Census Region 1: Northeast,2002.0,Male,#Atherosclerosis (I70),GR113-071,,,,,,,1.9,7.4,29.4,141.7,
Census Region 1: Northeast,2002.0,Male,#Cerebrovascular diseases (I60-I69),GR113-070,,,1.2,4.1,13.1,,34.7,112.1,379.7,1128.3,
Census Region 1: Northeast,2002.0,Male,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,,,,,,,,,,,399.6
Census Region 1: Northeast,2002.0,Male,#Cholelithiasis and other disorders of gallbladder (K80-K82),GR113-096,,,,,,,,2.7,7.1,23.2,
Census Region 1: Northeast,2002.0,Male,"#Chronic liver disease and cirrhosis (K70,K73-K74)",GR113-093,,,0.6,6.9,21.6,,25.4,34.8,38.5,34.8,
Census Region 1: Northeast,2002.0,Male,#Chronic lower respiratory diseases (J40-J47),GR113-082,,,1.1,2.0,7.2,,34.6,143.9,398.4,849.2,
Census Region 1: Northeast,2002.0,Male,"#Complications of medical and surgical care (Y40-Y84,Y88)",GR113-135,,,,0.6,0.8,,1.6,3.2,6.5,17.4,
Census Region 1: Northeast,2002.0,Male,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,2.5,1.2,1.3,1.2,1.9,1.0,2.4,2.4,4.5,7.6,115.0
Census Region 1: Northeast,2002.0,Male,#Diabetes mellitus (E10-E14),GR113-046,,,1.2,5.4,13.7,,39.0,96.7,187.6,336.4,
Census Region 1: Northeast,2002.0,Male,"#Diseases of heart (I00-I09,I11,I13,I20-I51)",GR113-054,,2.7,9.2,37.6,124.3,0.7,318.6,827.3,2207.6,6698.5,11.7
Census Region 1: Northeast,2002.0,Male,#Enterocolitis due to Clostridium difficile (A04.7),GR113-136,,,,,,,,2.3,6.2,22.5,
Census Region 1: Northeast,2002.0,Male,"#Essential hypertension and hypertensive renal disease (I10,I12,I15)",GR113-069,,,,0.8,2.4,,7.2,16.4,38.2,145.0,
Census Region 1: Northeast,2002.0,Male,#Hernia (K40-K46),GR113-092,,,,,,,,1.2,1.9,12.0,
Census Region 1: Northeast,2002.0,Male,#Human immunodeficiency virus (HIV) disease (B20-B24),GR113-016,,0.5,5.1,20.9,26.9,,12.1,6.1,,,
Census Region 1: Northeast,2002.0,Male,#Hyperplasia of prostate (N40),GR113-103,,,,,,,,,2.8,17.8,
Census Region 1: Northeast,2002.0,Male,"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)",GR113-044,,,,0.9,2.0,,5.0,15.9,46.8,108.0,
Census Region 1: Northeast,2002.0,Male,#Influenza and pneumonia (J09-J18),GR113-076,,,0.8,2.2,5.4,,13.0,47.6,203.2,906.5,
Census Region 1: Northeast,2002.0,Male,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,,12.9,15.7,18.3,17.5,0.7,16.9,14.9,22.1,32.6,
Census Region 1: Northeast,2002.0,Male,#Malignant neoplasms (C00-C97),GR113-019,3.1,5.0,9.9,30.4,120.7,2.9,377.6,948.0,1709.6,2752.5,
Census Region 1: Northeast,2002.0,Male,"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",GR113-097,,,,2.0,5.2,,15.5,51.9,163.0,484.6,
Census Region 1: Northeast,2002.0,Male,#Nutritional deficiencies (E40-E64),GR113-047,,,,,,,,1.4,6.3,27.2,
Census Region 1: Northeast,2002.0,Male,#Parkinson disease (G20-G21),GR113-051,,,,,,,1.4,17.2,83.0,214.6,
Census Region 1: Northeast,2002.0,Male,#Peptic ulcer (K25-K28),GR113-090,,,,,0.7,,1.6,3.6,10.5,31.5,
Census Region 1: Northeast,2002.0,Male,"#Pneumoconioses and chemical effects (J60-J66,J68)",GR113-087,,,,,,,,2.8,11.0,40.2,
Census Region 1: Northeast,2002.0,Male,#Pneumonitis due to solids and liquids (J69),GR113-088,,,,0.5,1.1,,3.2,12.6,67.2,307.7,
Census Region 1: Northeast,2002.0,Male,#Septicemia (A40-A41),GR113-010,,,1.1,2.4,6.1,,16.5,47.9,134.7,313.9,6.4
Census Region 1: Northeast,2002.0,Male,#Tuberculosis (A16-A19),GR113-004,,,,,,,,,2.5,,
Census Region 1: Northeast,2002.0,Male,#Viral hepatitis (B15-B19),GR113-015,,,,2.3,8.1,,6.8,5.0,4.4,,
Census Region 1: Northeast,2002.0,Male,Accidental drowning and submersion (W65-W74),GR113-120,1.5,1.9,1.4,1.3,1.0,0.9,0.8,,,,
Census Region 1: Northeast,2002.0,Male,"Accidental exposure to smoke, fire and flames (X00-X09)",GR113-121,,,0.7,0.9,1.3,0.7,1.1,2.4,3.9,,
Census Region 1: Northeast,2002.0,Male,Accidental poisoning and exposure to noxious substances (X40-X49),GR113-122,,6.9,13.2,18.7,14.1,,4.3,1.9,2.7,,
Census Region 1: Northeast,2002.0,Male,Acute and subacute endocarditis (I33),GR113-065,,,,,,,,1.4,4.1,,
Census Region 1: Northeast,2002.0,Male,Acute myocardial infarction (I21-I22),GR113-059,,,1.1,8.3,34.5,,95.9,237.9,556.3,1457.4,
Census Region 1: Northeast,2002.0,Male,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),GR113-055,,,,,,,,3.6,6.7,7.2,
Census Region 1: Northeast,2002.0,Male,Alcoholic liver disease (K70),GR113-094,,,,3.8,10.7,,13.0,11.0,6.8,,
Census Region 1: Northeast,2002.0,Male,"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)",GR113-043,,1.7,2.4,5.3,15.3,0.6,40.5,101.5,194.0,345.4,
Census Region 1: Northeast,2002.0,Male,All other diseases (Residual) ,GR113-111,4.1,4.1,8.8,21.4,44.4,1.9,72.0,138.8,379.9,1272.2,30.7
Census Region 1: Northeast,2002.0,Male,"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)",GR113-063,,,1.6,8.1,31.8,,97.8,313.8,953.0,3108.4,
Census Region 1: Northeast,2002.0,Male,"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)",GR113-068,,2.0,4.3,10.7,21.5,0.6,47.0,111.3,302.5,850.7,10.0
Census Region 1: Northeast,2002.0,Male,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,,13.5,11.5,4.6,1.8,,0.9,,,,
Census Region 1: Northeast,2002.0,Male,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,2.0,2.9,2.7,2.4,2.2,,1.9,1.6,,,6.4
Census Region 1: Northeast,2002.0,Male,Asthma (J45-J46),GR113-085,,,0.8,1.1,1.5,,2.1,1.8,4.1,7.2,
Census Region 1: Northeast,2002.0,Male,"Atherosclerotic cardiovascular disease, so described (I25.0)",GR113-062,,,0.7,6.1,23.6,,52.5,99.1,189.9,493.3,
Census Region 1: Northeast,2002.0,Male,"Bronchitis, chronic and unspecified (J40-J42)",GR113-083,,,,,,,,,2.3,10.9,
Census Region 1: Northeast,2002.0,Male,"Certain other intestinal infections (A04,A07-A09)",GR113-003,,,,,,,,2.6,6.6,25.7,
Census Region 1: Northeast,2002.0,Male,Emphysema (J43),GR113-084,,,,,0.9,,4.5,24.4,54.5,82.3,
Census Region 1: Northeast,2002.0,Male,"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)",GR113-131,,2.2,4.5,6.2,4.6,,1.9,1.3,,,
Census Region 1: Northeast,2002.0,Male,Falls (W00-W19),GR113-118,,1.1,1.0,2.1,3.4,,5.7,13.0,41.8,133.4,
Census Region 1: Northeast,2002.0,Male,Heart failure (I50),GR113-067,,,,,2.2,,7.8,34.2,139.5,629.6,
Census Region 1: Northeast,2002.0,Male,Hodgkin disease (C81),GR113-038,,,,0.5,0.8,,0.9,1.5,2.2,,
Census Region 1: Northeast,2002.0,Male,Hypertensive heart and renal disease (I13),GR113-057,,,,,,,1.1,2.1,4.7,17.4,
Census Region 1: Northeast,2002.0,Male,Hypertensive heart disease (I11),GR113-056,,,0.6,2.8,8.2,,13.1,19.5,42.2,105.8,
Census Region 1: Northeast,2002.0,Male,Influenza (J09-J11),GR113-077,,,,,,,,,,8.0,
Census Region 1: Northeast,2002.0,Male,Intentional self-harm (suicide) by discharge of firearms (X72-X74),GR113-125,,5.0,6.2,7.1,7.3,,8.8,9.7,14.6,18.8,
Census Region 1: Northeast,2002.0,Male,"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)",GR113-126,,7.8,9.5,11.2,10.2,0.5,8.1,5.2,7.4,13.8,
Census Region 1: Northeast,2002.0,Male,Ischemic heart diseases (I20-I25),GR113-058,,,3.5,22.8,90.8,,247.8,654.4,1706.4,5079.8,
Census Region 1: Northeast,2002.0,Male,Leukemia (C91-C95),GR113-040,,1.2,1.3,1.9,4.2,0.9,11.9,35.4,69.8,117.4,
Census Region 1: Northeast,2002.0,Male,Major cardiovascular diseases (I00-I78),GR113-053,,3.5,11.1,44.0,143.1,0.9,373.5,998.4,2743.2,8309.7,14.1
Census Region 1: Northeast,2002.0,Male,Malignant melanoma of skin (C43),GR113-028,,,,1.2,3.2,,6.9,13.6,20.6,27.9,
Census Region 1: Northeast,2002.0,Male,Malignant neoplasm of bladder (C67),GR113-035,,,,,1.5,,8.4,28.3,66.9,152.2,
Census Region 1: Northeast,2002.0,Male,Malignant neoplasm of breast (C50),GR113-029,,,,,,,,,3.0,,
Census Region 1: Northeast,2002.0,Male,Malignant neoplasm of esophagus (C15),GR113-021,,,,1.0,6.2,,19.5,38.9,50.8,49.7,
Census Region 1: Northeast,2002.0,Male,Malignant neoplasm of larynx (C32),GR113-026,,,,,1.8,,6.4,11.4,16.0,21.4,
Census Region 1: Northeast,2002.0,Male,Malignant neoplasm of pancreas (C25),GR113-025,,,,1.6,7.6,,23.4,52.8,88.6,117.8,
Census Region 1: Northeast,2002.0,Male,Malignant neoplasm of prostate (C61),GR113-033,,,,,1.7,,15.9,75.4,245.9,678.2,
Census Region 1: Northeast,2002.0,Male,Malignant neoplasm of stomach (C16),GR113-022,,,,1.0,4.1,,9.6,26.2,45.8,85.9,
Census Region 1: Northeast,2002.0,Male,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,,,0.8,3.6,12.9,,37.9,96.3,192.6,316.4,
Census Region 1: Northeast,2002.0,Male,Malignant neoplasms of kidney and renal pelvis (C64-C65),GR113-034,,,,0.9,4.1,,10.7,24.2,34.5,61.6,
Census Region 1: Northeast,2002.0,Male,"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)",GR113-020,,,,0.7,3.9,,10.3,15.1,17.3,29.4,
Census Region 1: Northeast,2002.0,Male,Malignant neoplasms of liver and intrahepatic bile ducts (C22),GR113-024,,,,1.5,7.3,,14.2,28.5,40.8,51.1,
Census Region 1: Northeast,2002.0,Male,"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)",GR113-037,,2.0,2.9,5.0,12.5,1.3,33.3,94.9,179.8,295.8,
Census Region 1: Northeast,2002.0,Male,"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)",GR113-036,,,1.1,3.0,5.8,0.9,10.0,19.0,21.8,17.0,
Census Region 1: Northeast,2002.0,Male,"Malignant neoplasms of trachea, bronchus and lung (C33-C34)",GR113-027,,,,4.9,32.4,,130.2,321.2,491.1,497.3,
Census Region 1: Northeast,2002.0,Male,Malnutrition (E40-E46),GR113-048,,,,,,,,1.3,5.8,25.7,
Census Region 1: Northeast,2002.0,Male,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR113-114,2.2,28.3,17.9,14.3,13.1,2.6,11.6,15.9,29.6,46.0,
Census Region 1: Northeast,2002.0,Male,"Multiple myeloma and immunoproliferative neoplasms (C88,C90)",GR113-041,,,,,1.9,,6.3,21.7,35.2,58.7,
Census Region 1: Northeast,2002.0,Male,Non-Hodgkin lymphoma (C82-C85),GR113-039,,0.6,1.0,2.3,5.5,,14.2,36.1,72.3,114.5,
Census Region 1: Northeast,2002.0,Male,"Nontransport accidents (W00-X59,Y86)",GR113-117,4.8,13.3,19.5,26.8,24.6,2.4,18.1,31.6,84.3,275.5,10.8
Census Region 1: Northeast,2002.0,Male,Other acute ischemic heart diseases (I24),GR113-060,,,,,1.0,,1.6,3.5,7.3,20.7,
Census Region 1: Northeast,2002.0,Male,"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)",GR113-133,,2.1,4.4,6.1,4.6,,1.9,,,,
Census Region 1: Northeast,2002.0,Male,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)",GR113-018,,,,1.3,2.1,,2.9,6.7,13.1,26.5,
Census Region 1: Northeast,2002.0,Male,"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)",GR113-123,,2.6,2.8,3.4,4.7,,6.1,12.8,34.4,131.9,8.5
Census Region 1: Northeast,2002.0,Male,Other chronic liver disease and cirrhosis (K73-K74),GR113-095,,,,3.1,10.9,,12.4,23.8,31.7,30.4,
Census Region 1: Northeast,2002.0,Male,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,,,,0.8,4.6,,27.7,117.2,337.6,748.8,
Census Region 1: Northeast,2002.0,Male,"Other diseases of arteries, arterioles and capillaries (I72-I78)",GR113-074,,,,,0.7,,3.1,8.4,29.0,84.1,
Census Region 1: Northeast,2002.0,Male,Other diseases of circulatory system (I71-I78),GR113-072,,,,1.3,3.1,,11.0,35.2,88.3,196.1,
Census Region 1: Northeast,2002.0,Male,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,,,,1.3,3.4,,9.9,35.6,82.4,180.5,7.3
Census Region 1: Northeast,2002.0,Male,Other disorders of circulatory system (I80-I99),GR113-075,,,,0.5,1.2,,2.3,3.7,9.1,18.1,
Census Region 1: Northeast,2002.0,Male,"Other forms of chronic ischemic heart disease (I20,I25)",GR113-061,,,2.3,14.3,55.4,,150.3,412.9,1142.8,3601.7,
Census Region 1: Northeast,2002.0,Male,Other heart diseases (I26-I51),GR113-064,,2.2,4.9,11.5,24.5,0.7,56.0,147.8,447.6,1488.2,10.8
Census Region 1: Northeast,2002.0,Male,"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)",GR113-115,,0.7,0.6,0.8,0.7,,,,,,
